instagram_handle,creator_name,region_focus,source_countries,followers,engagement_avg,engagement_rate,composite_score,ltk_shopmy_signal,source_urls,ltk_signal,shopmy_signal,signal_source,signal_last_checked,creator_type,style_archetype,price_tier,category_focus,audience_life_stage,commerce_readiness_score,influence_score,matchability_score,audience_fit_score,final_score,scoring_notes,scored_on
ivan_gunawan,INDONESIAN FASHION DESIGNER,Asia,Malaysia,31500000,2600,0.000083,0.056336,Unknown,https://hypeauditor.com/top-instagram-fashion-malaysia/,Unknown,Unknown,Not Scanned,,celebrity,glam,luxury,mixed,luxury,0,5.63,15,0,20.63,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
fahadkidwai,Fahad Kidwai,Asia,United Arab Emirates,1100000,90200,0.082000,0.055463,Unknown,https://hypeauditor.com/top-instagram-fashion-united-arab-emirates/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,5.55,5,0,10.55,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
emrata,Emily Ratajkowski,US/CA,United States,29200000,146000,0.005000,0.055434,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-los-angeles-fashion-instagram,Unknown,Unknown,Not Scanned,,celebrity,glam,luxury,mixed,luxury,0,5.54,15,0,20.54,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
realbarbarapalvin,Barbara Palvin,US/CA+Asia,India;United States,21200000,553800,0.026123,0.054921,Unknown,https://hypeauditor.com/top-instagram-fashion-india/;https://hypeauditor.com/top-instagram-fashion-united-states/,Unknown,Unknown,Not Scanned,,celebrity,glam,luxury,mixed,luxury,0,5.49,15,0,20.49,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
beccaxbloom,Rebecca,US/CA,United States,3200000,240960,0.075300,0.054844,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-fashion-instagram;https://infludata.com/rankings/top-20-influencer-united-states-of-america-san-francisco-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,5.48,5,0,10.48,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
gisele,Gisele Bündchen,US/CA,United States,23200000,430500,0.018556,0.053557,Unknown,https://hypeauditor.com/top-instagram-fashion-united-states/,Unknown,Unknown,Not Scanned,,celebrity,glam,luxury,mixed,luxury,0,5.36,15,0,20.36,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
solveyyyy,solvey,US/CA,United States,187300,15078,0.080502,0.052854,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-san-francisco-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,5.29,5,0,10.29,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
markwahlsberg,Mark Wahlberg,US/CA,Canada,29100000,26190,0.000900,0.052579,Unknown,https://infludata.com/rankings/top-20-influencer-canada-montreal-fashion-instagram,Unknown,Unknown,Not Scanned,,celebrity,glam,luxury,mixed,luxury,0,5.26,15,0,20.26,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
jeshypr,Jeshy,US/CA,United States,251500,20019,0.079598,0.052379,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-chicago-fashion-instagram-1,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,5.24,5,0,10.24,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
theshaderoom,The Shade Room,US/CA,Canada,28800000,24600,0.000854,0.052013,Unknown,https://hypeauditor.com/top-instagram-fashion-canada/,Unknown,Unknown,Not Scanned,,celebrity,glam,luxury,mixed,luxury,0,5.20,15,0,20.20,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
adrianalima,Adriana Lima,US/CA+Asia,India;United States,20000000,496300,0.024815,0.051922,Unknown,https://hypeauditor.com/top-instagram-fashion-india/;https://hypeauditor.com/top-instagram-fashion-united-states/,Unknown,Unknown,Not Scanned,,celebrity,glam,luxury,mixed,luxury,0,5.19,15,0,20.19,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
_sophiesilva_,Sophie Silva,US/CA,United States,3200000,224320,0.070100,0.051450,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,5.15,5,0,10.15,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
sandravaleria,Sandra Valeria,US/CA,United States,3300000,224070,0.067900,0.050193,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-seattle-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,5.02,5,0,10.02,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
selenagallowayy,Selena Galloway,US/CA,United States,124800,9472,0.075897,0.049736,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-philadelphia-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,4.97,5,0,9.97,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
saviiibes,Sapphira Hayes,US/CA,United States,86400,6540,0.075694,0.049535,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-san-diego-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,4.95,5,0,9.95,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
zhamirazambranomusic,zhamira,US/CA,United States,3400000,224060,0.065900,0.049066,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-miami-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,4.91,5,0,9.91,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
camilaqueiroz,Camila Queiroz,US/CA,United States,21800000,314400,0.014422,0.048356,Unknown,https://hypeauditor.com/top-instagram-fashion-united-states/,Unknown,Unknown,Not Scanned,,celebrity,glam,luxury,mixed,luxury,0,4.84,15,0,19.84,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
ashcashcc,Ashleigh Summers,US/CA,United States,604400,43759,0.072401,0.048312,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-atlanta-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,4.83,5,0,9.83,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
awlivv_,awlivv,US/CA,United States,189100,13521,0.071502,0.046983,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-philadelphia-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,4.70,5,0,9.70,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
gatenmatarazzo,Gaten Matarazzo,US/CA+Asia,Canada;India;United States,19100000,374600,0.019613,0.046918,Unknown,https://hypeauditor.com/top-instagram-fashion-canada/;https://hypeauditor.com/top-instagram-fashion-india/;https://hypeauditor.com/top-instagram-fashion-united-states/,Unknown,Unknown,Not Scanned,,celebrity,glam,luxury,mixed,luxury,0,4.69,15,0,19.69,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
ktmurch,Katie Elena,US/CA,United States,425300,29941,0.070400,0.046686,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-chicago-fashion-instagram-1,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,4.67,5,0,9.67,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
bbnomula,bbno$,US/CA,Canada,4400000,256960,0.058400,0.045958,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-vancouver-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,4.60,5,0,9.60,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
bernardokath,Kathryn Bernardo,Asia,Indonesia;Philippines,20600000,282600,0.013718,0.045751,Unknown,https://hypeauditor.com/top-instagram-fashion-indonesia/;https://hypeauditor.com/top-instagram-fashion-philippines/,Unknown,Unknown,Not Scanned,,celebrity,glam,luxury,mixed,luxury,0,4.58,15,0,19.58,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
jessicaalba,Jessica Alba,US/CA,United States,21700000,199640,0.009200,0.044769,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-new-york-fashion-instagram,Unknown,Unknown,Not Scanned,,celebrity,glam,luxury,mixed,luxury,0,4.48,15,0,19.48,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
kaitlyndever,Kaitlyn Dever,US/CA,Canada,1100000,71830,0.065300,0.044563,Unknown,https://infludata.com/rankings/top-20-influencer-canada-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,4.46,5,0,9.46,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
chelseafreeman5,Chelsea Freeman,US/CA,United States,667800,43407,0.065000,0.043594,Unknown,https://www.modash.io/find-influencers/united-states/fashion,Unknown,Unknown,Not Scanned,,fashion_influencer,boho,mid,mixed,aspirational,0,4.36,15,0,19.36,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
taylor_hill,Taylor Hill,US/CA+Asia,Japan;United States,23500000,35900,0.001528,0.042979,Unknown,https://hypeauditor.com/top-instagram-fashion-japan/;https://infludata.com/rankings/top-20-influencer-united-states-of-america-seattle-fashion-instagram,Unknown,Unknown,Not Scanned,,celebrity,glam,luxury,mixed,luxury,0,4.30,15,0,19.30,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
haute.mandy,Mandy Tang,Asia,Singapore,52700,3400,0.064516,0.042179,Unknown,https://hypeauditor.com/top-instagram-fashion-singapore/,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,4.22,5,0,9.22,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
80ktwins,Kamar williams,US/CA,United States,1200000,72480,0.060400,0.041543,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-atlanta-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,4.15,5,0,9.15,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
cooperdejean,Cooper DeJean,US/CA,United States,1100000,64350,0.058500,0.040124,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-philadelphia-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,denim,aspirational,0,4.01,10,0,14.01,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
nct_dream,NCT DREAM OFFICIAL,Asia,Indonesia;South Korea;Thailand,13200000,333100,0.025235,0.040041,Unknown,https://hypeauditor.com/top-instagram-fashion-indonesia/;https://hypeauditor.com/top-instagram-fashion-south-korea/;https://hypeauditor.com/top-instagram-fashion-thailand/,Unknown,Unknown,Not Scanned,,celebrity,glam,luxury,mixed,luxury,0,4.00,15,0,19.00,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
rmondresgallery,rmondresgallery,US/CA,United States,627800,37103,0.059100,0.039672,Unknown,https://www.modash.io/find-influencers/united-states/fashion,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,3.97,5,0,8.97,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
lebriah_,Briah Calderon,US/CA,United States,1400000,79100,0.056500,0.039355,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-miami-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,premium,mixed,aspirational,0,3.94,5,0,8.94,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
lizasoberano,Liza Soberano,Asia,Philippines,18100000,165000,0.009116,0.038279,Unknown,https://hypeauditor.com/top-instagram-fashion-philippines/,Unknown,Unknown,Not Scanned,,celebrity,glam,luxury,mixed,luxury,0,3.83,15,0,18.83,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
marktuan,Mark Tuan,Asia,Indonesia;Philippines;South Korea;Thailand,13800000,259800,0.018826,0.036930,Unknown,https://hypeauditor.com/top-instagram-fashion-indonesia/;https://hypeauditor.com/top-instagram-fashion-philippines/;https://hypeauditor.com/top-instagram-fashion-south-korea/;https://hypeauditor.com/top-instagram-fashion-thailand/,Unknown,Unknown,Not Scanned,,celebrity,glam,luxury,mixed,luxury,0,3.69,15,0,18.69,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
andresimonne,Andrea Hung,US/CA,United States,664400,34947,0.052599,0.035494,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-atlanta-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,3.55,5,0,8.55,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
stacythiru,Stacy Thiru,US/CA,United States,454100,24113,0.053101,0.035445,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-boston-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,3.54,5,0,8.54,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
mariamgrigoryanofficial,Mariam Grigoryan,US/CA,United States,15700000,160140,0.010200,0.034696,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-fashion-instagram,Unknown,Unknown,Not Scanned,,celebrity,glam,luxury,mixed,luxury,0,3.47,15,0,18.47,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
blythe,Andrea Brillantes,Asia,Philippines,14500000,190200,0.013117,0.034455,Unknown,https://hypeauditor.com/top-instagram-fashion-philippines/,Unknown,Unknown,Not Scanned,,celebrity,glam,luxury,mixed,luxury,0,3.45,15,0,18.45,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
tiffanyyoungofficial,Tiffany Young,Asia,Thailand,15600000,156600,0.010038,0.034411,Unknown,https://hypeauditor.com/top-instagram-fashion-thailand/,Unknown,Unknown,Not Scanned,,celebrity,glam,luxury,mixed,luxury,0,3.44,15,0,18.44,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
yvestumor,yvestumor,US/CA,United States,267900,13931,0.052001,0.034394,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-philadelphia-fashion-instagram,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,3.44,5,0,8.44,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
kehlani,Kehlani,US/CA,United States,16900000,103090,0.006100,0.034165,Unknown,https://infludata.com/rankings/top-20-influencer-united-states-of-america-orlando-fashion-instagram,Unknown,Unknown,Not Scanned,,celebrity,glam,luxury,mixed,luxury,0,3.42,15,0,18.42,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
ashleyannel,A S H L E Y C O T T O,US/CA,United States,890800,43738,0.049100,0.033614,Unknown,https://www.modash.io/find-influencers/united-states/fashion,Unknown,Unknown,Not Scanned,,fashion_influencer,unknown,mid,mixed,aspirational,0,3.36,5,0,8.36,Influence from composite_score; commerce based on LTK/ShopMy signals; other dimensions pending enrichment.,2026-02-03
